,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
3924,Facundo Bagnis,Facundo Bagnis,60%,2.03,30%,0.3,0.6,10,5,1.75,Tung Lin Wu,Mens,Dog
3925,Facundo Mena,Facundo Mena,40%,2.77,45%,0.45454545454545453,0.4,11,5,1.41,Alexander Shevchenko,Mens,Dog
3926,Fernando Verdasco,Gianluca Mager,40%,1.39,40%,0.4,0.4,10,5,1.39,Fernando Verdasco,Mens,Fav
3927,Flavio Cobolli,Flavio Cobolli,17%,5.87,60%,0.6,0.16666666666666666,15,6,1.12,Roman Safiullin,Mens,Dog
3928,Francesco Maestrelli,Manuel Guinard,50%,1.69,44%,0.4444444444444444,0.5,9,6,1.69,Francesco Maestrelli,Mens,Fav
3929,Gijs Brouwer,Gastao Elias,50%,1.42,9%,0.09090909090909091,0.5,11,6,1.42,Gijs Brouwer,Mens,Fav
3930,Constant Lestienne,Andrea Vavassori,43%,1.25,82%,0.8235294117647058,0.42857142857142855,17,7,1.25,Constant Lestienne,Mens,Fav
3931,Diane Parry,Diane Parry,20%,2.97,65%,0.6538461538461539,0.2,26,5,1.39,Tereza Martincova,Womens,Dog
3932,Marta Kostyuk,Marina Stakusic,60%,1.12,82%,0.8181818181818182,0.6,11,5,1.12,Marta Kostyuk,Womens,Fav
3933,Rebecca Marino,Jasmine Paolini,64%,1.57,42%,0.4166666666666667,0.6428571428571429,12,14,1.57,Rebecca Marino,Womens,Fav
3934,Xiyu Wang,Cadence Brace,80%,1.23,60%,0.6,0.8,10,5,1.23,Xiyu Wang,Womens,Fav
3935,Cedrik Marcel Stebe,Ulises Blanch,43%,1.72,73%,0.7272727272727273,0.42857142857142855,11,7,1.72,Cedrik Marcel Stebe,Mens,Fav
3936,Hady Habib,Nick Chappell,56%,1.46,29%,0.2857142857142857,0.5555555555555556,7,9,1.46,Hady Habib,Mens,Fav
3937,Hiroki Moriya,Hiroki Moriya,57%,2.45,50%,0.5,0.5714285714285714,12,7,1.51,Aidan Mchugh,Mens,Dog
3938,Jordan Thompson,Liam Draxl,20%,1.13,60%,0.6,0.2,10,5,1.13,Jordan Thompson,Mens,Fav
3939,Ugo Humbert,Evan Zhu,20%,1.11,60%,0.6,0.2,10,5,1.11,Ugo Humbert,Mens,Fav
3940,Liudmila Samsonova,Laura Siegemund,40%,1.26,82%,0.8181818181818182,0.4,11,5,1.26,Liudmila Samsonova,Womens,Fav
3941,Madison Brengle,Madison Brengle,33%,3.31,38%,0.375,0.3333333333333333,16,15,1.33,Ekaterina Alexandrova,Womens,Dog
3942,Shuai Zhang,Martina Trevisan,12%,1.33,33%,0.3333333333333333,0.125,24,8,1.33,Shuai Zhang,Womens,Fav
3943,Daria Saville,Katherine Sebov,20%,1.21,100%,1.0,0.2,10,5,1.21,Daria Saville,Womens,Fav
3944,Daria Kasatkina,Magdalena Frech,0%,1.26,77%,0.7692307692307693,0.0,13,8,1.26,Daria Kasatkina,Womens,Fav
3945,Bernarda Pera,Barbora Krejcikova,57%,1.87,18%,0.18181818181818182,0.5714285714285714,11,21,1.87,Bernarda Pera,Womens,Fav
3946,Valentin Vacherot,Nicola Kuhn,40%,1.79,57%,0.5714285714285714,0.4,7,5,1.79,Valentin Vacherot,Mens,Fav
3947,Katie Boulter,Fiona Ferro,40%,1.32,80%,0.8,0.4,10,5,1.32,Katie Boulter,Womens,Fav
3948,Heather Watson,Marina Melnikova,40%,1.34,50%,0.5,0.4,10,5,1.34,Heather Watson,Womens,Fav
3949,Mirjam Bjorklund,Caroline Dolehide,50%,1.6,29%,0.2857142857142857,0.5,7,10,1.6,Mirjam Bjorklund,Womens,Fav
3950,Nao Hibino,Louisa Chirico,60%,1.75,64%,0.6363636363636364,0.6,11,5,1.75,Nao Hibino,Womens,Fav
3951,Priscilla Hon,Priscilla Hon,40%,2.21,30%,0.3,0.4,10,5,1.63,Asia Muhammad,Womens,Dog
3952,Kyrian Jacquet,Denis Yevseyev,80%,1.8,20%,0.2,0.8,10,5,1.8,Kyrian Jacquet,Mens,Fav
3953,Ysaline Bonaventure,Christina Mchale,33%,1.72,44%,0.4444444444444444,0.3333333333333333,9,6,1.72,Ysaline Bonaventure,Womens,Fav
3954,Omar Jasika,Federico Gaio,20%,1.81,56%,0.5555555555555556,0.2,9,5,1.81,Omar Jasika,Mens,Fav
3955,Dmitry Popko,Andrea Pellegrino,30%,1.7,27%,0.2727272727272727,0.3,11,10,1.7,Dmitry Popko,Mens,Fav
3956,Dimitar Kuzmanov,Luca Nardi,40%,1.74,45%,0.45454545454545453,0.4,11,5,1.74,Dimitar Kuzmanov,Mens,Fav
3957,Gregoire Barrere,Juan Pablo Varillas,40%,1.54,27%,0.2727272727272727,0.4,11,5,1.54,Gregoire Barrere,Mens,Fav
3958,Emilio Gomez,Mitchell Krueger,38%,1.48,79%,0.7857142857142857,0.375,14,16,1.48,Emilio Gomez,Mens,Fav
3959,Federico Delbonis,Federico Delbonis,0%,2.39,60%,0.6,0.0,10,5,1.54,Zsombor Piros,Mens,Dog
3960,Adrian Mannarino,Adrian Mannarino,38%,2.91,59%,0.5862068965517241,0.375,29,24,1.41,Emil Ruusuvuori,Mens,Dog
3961,Jesper De Jong,Antoine Escoffier,60%,1.75,30%,0.3,0.6,10,10,1.75,Jesper De Jong,Mens,Fav
3962,Liam Broady,Murphy Cassone,60%,1.26,90%,0.9,0.6,10,5,1.26,Liam Broady,Mens,Fav
3963,Mats Moraing,Juan Pablo Ficovich,20%,1.7,50%,0.5,0.2,10,5,1.7,Mats Moraing,Mens,Fav
3964,Norbert Gombos,Jay Clarke,33%,1.25,60%,0.6,0.3333333333333333,10,6,1.25,Norbert Gombos,Mens,Fav
3965,Raul Brancaccio,Raul Brancaccio,20%,4.19,80%,0.8,0.2,10,5,1.21,Dominik Koepfer,Mens,Dog
3966,Dennis Novak,Aleksandar Kovacevic,53%,1.72,64%,0.6363636363636364,0.5294117647058824,11,17,1.72,Dennis Novak,Mens,Fav
3967,Dalibor Svrcina,Dalibor Svrcina,20%,2.1,40%,0.4,0.2,10,5,1.7,Laurent Lokoli,Mens,Dog
3968,Laslo Djere,Joao Sousa,17%,1.61,41%,0.4117647058823529,0.16666666666666666,17,12,1.61,Laslo Djere,Mens,Fav
3969,Stefano Travaglia,Stefano Travaglia,40%,2.27,50%,0.5,0.4,10,5,1.6,Michael Geerts,Mens,Dog
3970,Benjamin Bonzi,Kyle Edmund,80%,1.32,82%,0.8181818181818182,0.8,11,5,1.32,Benjamin Bonzi,Mens,Fav
3971,Botic Van De Zandschulp,Tallon Griekspoor,56%,1.52,48%,0.48,0.5555555555555556,25,9,1.52,Botic Van De Zandschulp,Mens,Fav
3972,Ilya Ivashka,Peter Gojowczyk,64%,1.2,80%,0.8,0.6363636363636364,15,11,1.2,Ilya Ivashka,Mens,Fav
3973,Jack Draper,Fabio Fognini,41%,1.49,50%,0.5,0.4090909090909091,10,22,1.49,Jack Draper,Mens,Fav
3974,Jason Kubler,Soon Woo Kwon,58%,1.75,18%,0.18181818181818182,0.5833333333333334,11,12,1.75,Jason Kubler,Mens,Fav
3975,Jaume Munar,Chun Hsin Tseng,33%,1.49,60%,0.6,0.3333333333333333,15,6,1.49,Jaume Munar,Mens,Fav
3976,Corentin Moutet,Nino Serdarusic,0%,1.25,91%,0.9090909090909091,0.0,11,5,1.25,Corentin Moutet,Mens,Fav
3977,Lorenzo Sonego,Alejandro Tabilo,17%,1.32,62%,0.625,0.16666666666666666,16,6,1.32,Lorenzo Sonego,Mens,Fav
3978,Maxime Cressy,James Duckworth,48%,1.44,54%,0.5384615384615384,0.47619047619047616,13,21,1.44,Maxime Cressy,Mens,Fav
3979,Richard Gasquet,Richard Gasquet,36%,2.29,47%,0.4666666666666667,0.36363636363636365,15,11,1.62,Lorenzo Musetti,Mens,Dog
3980,Steve Johnson,Pedro Martinez,83%,1.57,48%,0.4782608695652174,0.8333333333333334,23,6,1.57,Steve Johnson,Mens,Fav
3981,Alexander Ritschard,Evan Furness,40%,1.74,60%,0.6,0.4,10,5,1.74,Alexander Ritschard,Mens,Fav
3982,Altug Celikbilek,Altug Celikbilek,54%,1.88,57%,0.5714285714285714,0.5384615384615384,7,13,1.86,Camilo Ugo Carabelli,Mens,Dog
3983,Borna Gojo,Dominic Stricker,58%,1.81,55%,0.5454545454545454,0.5833333333333334,11,12,1.81,Borna Gojo,Mens,Fav
3984,Brandon Holt,Alexandre Muller,40%,1.78,40%,0.4,0.4,10,5,1.78,Brandon Holt,Mens,Fav
3985,Marc Andrea Huesler,Marc Andrea Huesler,40%,3.02,60%,0.6,0.4,15,5,1.38,Mikael Ymer,Mens,Dog
3986,Yibing Wu,Ricardas Berankis,80%,1.67,100%,1.0,0.8,10,10,1.67,Yibing Wu,Mens,Fav
3987,Kimberly Birrell,Emina Bektas,60%,1.68,50%,0.5,0.6,6,5,1.68,Kimberly Birrell,Womens,Fav
3988,Sachia Vickery,Yuliya Hatouka,40%,1.43,33%,0.3333333333333333,0.4,6,5,1.43,Sachia Vickery,Womens,Fav
3989,Viktoria Kuzmova,Julia Grabher,40%,1.52,60%,0.6,0.4,10,5,1.52,Viktoria Kuzmova,Womens,Fav
3990,Viktorija Golubic,Hailey Baptiste,33%,1.41,40%,0.4,0.3333333333333333,10,15,1.41,Viktorija Golubic,Womens,Fav
3991,Viktoriya Tomova,Aliona Bolsova,50%,1.33,45%,0.45454545454545453,0.5,11,6,1.33,Viktoriya Tomova,Womens,Fav
3992,Alastair Gray,Alastair Gray,80%,1.91,70%,0.7,0.8,10,5,1.82,Evgeny Donskoy,Mens,Dog
3993,Alibek Kachmazov,Akira Santillan,60%,1.72,70%,0.7,0.6,10,5,1.72,Alibek Kachmazov,Mens,Fav
3994,Dane Sweeny,Dane Sweeny,60%,2.79,70%,0.7,0.6,10,5,1.4,Gabriel Decamps,Mens,Dog
3995,Nuria Parrizas Diaz,Harriet Dart,45%,1.77,39%,0.3888888888888889,0.45,18,20,1.77,Nuria Parrizas Diaz,Womens,Fav
3996,Aliaksandra Sasnovich,Sara Sorribes Tormo,44%,1.68,57%,0.5714285714285714,0.4375,28,16,1.68,Aliaksandra Sasnovich,Womens,Fav
3997,Alize Cornet,Alize Cornet,44%,2.01,65%,0.65,0.44,20,25,1.8,Clara Tauson,Womens,Dog
3998,Magda Linette,Sorana Cirstea,58%,1.86,36%,0.36363636363636365,0.5789473684210527,22,19,1.86,Magda Linette,Womens,Fav
3999,Sofia Kenin,Sofia Kenin,10%,2.63,62%,0.6153846153846154,0.1,13,10,1.48,Irina Camelia Begu,Womens,Dog
4000,Zachary Svajda,Aleksandar Vukic,83%,1.46,20%,0.2,0.8333333333333334,10,6,1.46,Zachary Svajda,Mens,Fav
4001,Reka Luca Jani,Reka Luca Jani,20%,2.73,10%,0.1,0.2,10,5,1.43,Anastasia Gasanova,Womens,Dog
4002,Ana Bogdan,Anna Lena Friedsam,0%,1.36,50%,0.5,0.0,10,5,1.36,Ana Bogdan,Womens,Fav
4003,Misaki Doi,Lucrezia Stefanini,0%,1.45,42%,0.4166666666666667,0.0,12,5,1.45,Misaki Doi,Womens,Fav
4004,Anna Blinkova,Anna Blinkova,33%,2.07,71%,0.7142857142857143,0.3333333333333333,7,6,1.71,Oksana Selekhmeteva,Womens,Dog
4005,Arianne Hartono,Danielle Lao,40%,1.77,50%,0.5,0.4,10,5,1.77,Arianne Hartono,Womens,Fav
4006,Astra Sharma,Astra Sharma,60%,2.03,38%,0.375,0.6,8,5,1.74,Jessika Ponchet,Womens,Dog
4007,Clara Burel,Seone Mendez,29%,1.29,60%,0.6,0.2857142857142857,10,7,1.29,Clara Burel,Womens,Fav
4008,Cristina Bucsa,Isabella Shinikova,40%,1.16,64%,0.6363636363636364,0.4,11,5,1.16,Cristina Bucsa,Womens,Fav
4009,Katrina Scott,Elvina Kalieva,40%,1.13,60%,0.6,0.4,10,5,1.13,Katrina Scott,Womens,Fav
4010,Linda Fruhvirtova,Ylena In Albon,20%,1.19,50%,0.5,0.2,10,5,1.19,Linda Fruhvirtova,Womens,Fav
4011,Maddison Inglis,Ekaterine Gorgodze,43%,1.55,64%,0.6363636363636364,0.42857142857142855,11,7,1.55,Maddison Inglis,Womens,Fav
4012,Mai Hontama,Despina Papamichail,33%,1.41,70%,0.7,0.3333333333333333,10,6,1.41,Mai Hontama,Womens,Fav
4013,Omar Jasika,Beibit Zhukayev,20%,1.57,50%,0.5,0.2,8,5,1.57,Omar Jasika,Mens,Fav
4014,Valentin Vacherot,Gage Brymer,40%,1.28,50%,0.5,0.4,6,5,1.28,Valentin Vacherot,Mens,Fav
4015,Anna Bondar,Kayla Cross,40%,1.1,80%,0.8,0.4,10,5,1.1,Anna Bondar,Womens,Fav
4016,Nicola Kuhn,Benjamin Lock,67%,1.4,40%,0.4,0.6666666666666666,10,6,1.4,Nicola Kuhn,Mens,Fav
4017,Tallon Griekspoor,Tallon Griekspoor,62%,2.08,38%,0.375,0.625,16,8,1.77,Taro Daniel,Mens,Dog
4018,Steve Johnson,Emilio Nava,50%,1.51,45%,0.45454545454545453,0.5,11,12,1.51,Steve Johnson,Mens,Fav
4019,Peter Gojowczyk,Peter Gojowczyk,55%,2.82,43%,0.42857142857142855,0.5454545454545454,14,11,1.43,Jiri Lehecka,Mens,Dog
4020,Mikael Ymer,Federico Coria,25%,1.17,56%,0.5625,0.25,16,8,1.17,Mikael Ymer,Mens,Fav
4021,James Duckworth,James Duckworth,44%,3.07,69%,0.6875,0.4444444444444444,16,18,1.37,Thanasi Kokkinakis,Mens,Dog
4022,Fabio Fognini,Dusan Lajovic,38%,1.57,53%,0.5294117647058824,0.38095238095238093,17,21,1.57,Fabio Fognini,Mens,Fav
4023,Chun Hsin Tseng,Chun Hsin Tseng,43%,2.08,47%,0.47058823529411764,0.42857142857142855,17,7,1.74,Marton Fucsovics,Mens,Dog
4024,Alejandro Tabilo,Shintaro Mochizuki,20%,1.36,100%,1.0,0.2,10,5,1.36,Alejandro Tabilo,Mens,Fav
4025,Adrian Mannarino,Christopher Oconnell,50%,1.85,50%,0.5,0.5,16,14,1.85,Adrian Mannarino,Mens,Fav
4026,Daria Kasatkina,Greet Minnen,29%,1.16,82%,0.8181818181818182,0.2857142857142857,11,7,1.16,Daria Kasatkina,Womens,Fav
4027,Thiago Monteiro,Nikoloz Basilashvili,48%,1.51,38%,0.38461538461538464,0.47619047619047616,13,21,1.51,Thiago Monteiro,Mens,Fav
4028,Diane Parry,Lulu Sun,60%,1.31,30%,0.3,0.6,10,5,1.31,Diane Parry,Womens,Fav
4029,Sofia Kenin,Dalayna Hewitt,100%,1.14,20%,0.2,1.0,10,5,1.14,Sofia Kenin,Womens,Fav
4030,Shuai Zhang,Katerina Siniakova,38%,1.8,35%,0.34782608695652173,0.375,23,16,1.8,Shuai Zhang,Womens,Fav
4031,Martina Trevisan,Mayar Sherif,0%,1.66,20%,0.2,0.0,10,8,1.66,Martina Trevisan,Womens,Fav
4032,Magda Linette,Magda Linette,33%,1.95,50%,0.5,0.3333333333333333,16,21,1.84,Yulia Putintseva,Womens,Dog
4033,Madison Brengle,Varvara Gracheva,62%,1.31,43%,0.42857142857142855,0.6190476190476191,14,21,1.31,Madison Brengle,Womens,Fav
4034,Laura Siegemund,Laura Siegemund,40%,2.74,90%,0.9,0.4,10,5,1.45,Anhelina Kalinina,Womens,Dog
4035,Ekaterina Alexandrova,Lauren Davis,22%,1.33,40%,0.4,0.2222222222222222,10,9,1.33,Ekaterina Alexandrova,Womens,Fav
4036,Clara Tauson,Harmony Tan,29%,1.5,67%,0.6666666666666666,0.2857142857142857,18,7,1.5,Clara Tauson,Womens,Fav
4037,Bernarda Pera,Eri Hozumi,20%,1.07,70%,0.7,0.2,10,5,1.07,Bernarda Pera,Womens,Fav
4038,Barbora Krejcikova,Francesca Di Lorenzo,20%,1.06,82%,0.8181818181818182,0.2,11,5,1.06,Barbora Krejcikova,Womens,Fav
4039,Alize Cornet,Dayana Yastremska,32%,1.54,50%,0.5,0.3157894736842105,18,19,1.54,Alize Cornet,Womens,Fav
4040,Sara Sorribes Tormo,Camila Osorio,38%,1.53,56%,0.5625,0.38461538461538464,16,13,1.53,Sara Sorribes Tormo,Womens,Fav
4041,Nuria Parrizas Diaz,Rebecca Peterson,50%,1.86,33%,0.3333333333333333,0.5,18,16,1.86,Nuria Parrizas Diaz,Womens,Fav
4042,Tereza Martincova,Oceane Dodin,23%,1.37,65%,0.65,0.23076923076923078,20,13,1.37,Tereza Martincova,Womens,Fav
4043,Xiyu Wang,Jamie Loeb,60%,1.2,50%,0.5,0.6,8,5,1.2,Xiyu Wang,Womens,Fav
4044,Marta Kostyuk,Tamara Zidansek,47%,1.22,78%,0.7777777777777778,0.47058823529411764,18,17,1.22,Marta Kostyuk,Womens,Fav
4045,Alastair Gray,Arthur Cazaux,60%,1.84,80%,0.8,0.6,5,5,1.84,Alastair Gray,Mens,Fav
4046,Christopher Oconnell,Tallon Griekspoor,62%,1.82,42%,0.4166666666666667,0.625,12,8,1.82,Christopher Oconnell,Mens,Fav
4047,Evgeny Donskoy,Prajnesh Gunneswaran,80%,1.64,75%,0.75,0.8,12,5,1.64,Evgeny Donskoy,Mens,Fav
4048,Gage Brymer,Gage Brymer,20%,2.09,40%,0.4,0.2,5,5,1.67,Timo Legout,Mens,Dog
4049,Dayne Kelly,Dominik Palan,40%,1.66,56%,0.5555555555555556,0.4,9,5,1.66,Dayne Kelly,Mens,Fav
4050,Marc Andrea Huesler,Shintaro Mochizuki,20%,1.3,60%,0.6,0.2,10,5,1.3,Marc Andrea Huesler,Mens,Fav
4051,Constant Lestienne,Constant Lestienne,33%,2.37,67%,0.6666666666666666,0.3333333333333333,21,9,1.54,Arthur Rinderknech,Mens,Dog
4052,Valentini Grammatikopoulou,Valentini Grammatikopoulou,60%,3.29,73%,0.7272727272727273,0.6,11,5,1.32,Lucia Bronzetti,Womens,Dog
4053,Thiago Monteiro,Thiago Monteiro,30%,2.03,40%,0.4,0.3,20,10,1.77,Denis Kudla,Mens,Dog
4054,Soon Woo Kwon,Daniel Altmaier,47%,1.55,53%,0.5294117647058824,0.4666666666666667,17,15,1.55,Soon Woo Kwon,Mens,Fav
4055,Richard Gasquet,Kamil Majchrzak,60%,1.37,50%,0.5,0.6,12,10,1.37,Richard Gasquet,Mens,Fav
4056,Laslo Djere,Laslo Djere,40%,3.32,35%,0.35294117647058826,0.4,17,15,1.32,David Goffin,Mens,Dog
4057,John Millman,Hugo Gaston,43%,1.55,50%,0.5,0.42857142857142855,22,7,1.55,John Millman,Mens,Fav
4058,Jason Kubler,Jason Kubler,14%,2.05,46%,0.46153846153846156,0.14285714285714285,13,7,1.72,Marton Fucsovics,Mens,Dog
4059,Emilio Nava,Emilio Nava,36%,3.29,90%,0.9,0.36363636363636365,10,11,1.31,Taro Daniel,Mens,Dog
4060,Illya Marchenko,Jason Jung,14%,1.69,40%,0.4,0.14285714285714285,10,7,1.69,Illya Marchenko,Mens,Fav
4061,Daria Saville,Anna Karolina Schmiedlova,30%,1.34,90%,0.9,0.3,10,10,1.34,Daria Saville,Womens,Fav
4062,Alibek Kachmazov,Alibek Kachmazov,40%,2.38,40%,0.4,0.4,10,5,1.53,Billy Harris,Mens,Dog
4063,Caroline Garcia,Caroline Garcia,45%,2.02,59%,0.5862068965517241,0.45454545454545453,29,22,1.81,Petra Kvitova,Womens,Dog
4064,Borna Coric,Borna Coric,62%,2.36,80%,0.8,0.625,10,8,1.61,Stefanos Tsitsipas,Mens,Dog
4065,Laura Siegemund,Francesca Di Lorenzo,40%,1.23,40%,0.4,0.4,5,5,1.23,Laura Siegemund,Womens,Fav
4066,Irina Camelia Begu,Peyton Stearns,33%,1.35,50%,0.5,0.3333333333333333,14,6,1.35,Irina Camelia Begu,Womens,Fav
4067,Harriet Dart,Maryna Zanevska,45%,1.86,47%,0.47058823529411764,0.45454545454545453,17,11,1.86,Harriet Dart,Womens,Fav
4068,Magdalena Frech,Danka Kovinic,12%,1.3,47%,0.4666666666666667,0.125,15,8,1.3,Magdalena Frech,Womens,Fav
4069,Dayne Kelly,Dayne Kelly,60%,2.85,60%,0.6,0.6,10,5,1.37,Denis Istomin,Mens,Dog
4070,Constant Lestienne,Constant Lestienne,56%,2.8,40%,0.4,0.5555555555555556,10,18,1.41,Ugo Humbert,Mens,Dog
4071,Arthur Rinderknech,Vasek Pospisil,20%,1.67,62%,0.6153846153846154,0.2,13,10,1.67,Arthur Rinderknech,Mens,Fav
4072,Tallon Griekspoor,Michail Pervolarakis,0%,1.03,75%,0.75,0.0,12,5,1.03,Tallon Griekspoor,Mens,Fav
4073,Lucia Bronzetti,Rebecca Peterson,57%,1.82,55%,0.5454545454545454,0.5714285714285714,11,14,1.82,Lucia Bronzetti,Womens,Fav
4074,Marc Andrea Huesler,Matthew Ebden,20%,1.4,64%,0.6363636363636364,0.2,11,5,1.4,Marc Andrea Huesler,Mens,Fav
4075,Jason Kubler,Inaki Montes De La Torre,40%,1.08,70%,0.7,0.4,10,5,1.08,Jason Kubler,Mens,Fav
4076,Emilio Nava,Donald Young,20%,1.18,80%,0.8,0.2,10,5,1.18,Emilio Nava,Mens,Fav
4077,Valentini Grammatikopoulou,Valentini Grammatikopoulou,67%,2.67,38%,0.375,0.6666666666666666,8,6,1.46,Emma Navarro,Womens,Dog
4078,Petra Kvitova,Petra Kvitova,54%,2.02,62%,0.625,0.5384615384615384,24,26,1.82,Madison Keys,Womens,Dog
4079,Caroline Garcia,Caroline Garcia,41%,2.01,50%,0.5,0.4117647058823529,22,17,1.82,Aryna Sabalenka,Womens,Dog
4080,Stefanos Tsitsipas,Stefanos Tsitsipas,63%,3.35,73%,0.7317073170731707,0.6333333333333333,41,30,1.34,Daniil Medvedev,Mens,Dog
4081,Borna Coric,Borna Coric,57%,2.25,92%,0.9230769230769231,0.5714285714285714,13,7,1.67,Cameron Norrie,Mens,Dog
4082,Ugo Humbert,Ugo Humbert,25%,1.88,42%,0.4166666666666667,0.25,12,8,1.85,Mikael Ymer,Mens,Dog
4083,Emma Navarro,Emma Navarro,20%,2.95,73%,0.7272727272727273,0.2,11,5,1.39,Madison Brengle,Womens,Dog
4084,Lucia Bronzetti,Victoria Jimenez Kasintseva,40%,1.39,79%,0.7857142857142857,0.4,14,5,1.39,Lucia Bronzetti,Womens,Fav
4085,Rebecca Peterson,Maddison Inglis,27%,1.35,71%,0.7142857142857143,0.2727272727272727,14,11,1.35,Rebecca Peterson,Womens,Fav
4086,Valentini Grammatikopoulou,Valentini Grammatikopoulou,67%,2.57,45%,0.45454545454545453,0.6666666666666666,11,6,1.49,Chloe Paquet,Womens,Dog
4087,Constant Lestienne,Fernando Verdasco,40%,1.56,27%,0.2727272727272727,0.4,11,10,1.56,Constant Lestienne,Mens,Fav
4088,Vasek Pospisil,Gilles Simon,33%,1.53,71%,0.7058823529411765,0.3333333333333333,17,9,1.53,Vasek Pospisil,Mens,Fav
4089,Arthur Rinderknech,Ricardas Berankis,65%,1.79,57%,0.5714285714285714,0.6470588235294118,14,17,1.79,Arthur Rinderknech,Mens,Fav
4090,Cameron Norrie,Cameron Norrie,59%,3.5,74%,0.7368421052631579,0.5897435897435898,19,39,1.31,Carlos Alcaraz,Mens,Dog
4091,Daniil Medvedev,Taylor Fritz,66%,1.44,74%,0.7380952380952381,0.6551724137931034,42,29,1.44,Daniil Medvedev,Mens,Fav
4092,Stefanos Tsitsipas,John Isner,50%,1.32,67%,0.6666666666666666,0.5,39,20,1.32,Stefanos Tsitsipas,Mens,Fav
4093,Aryna Sabalenka,Shuai Zhang,40%,1.35,45%,0.45454545454545453,0.4,22,20,1.35,Aryna Sabalenka,Womens,Fav
4094,Caroline Garcia,Caroline Garcia,38%,2.4,70%,0.696969696969697,0.375,33,16,1.58,Jessica Pegula,Womens,Dog
4095,Madison Keys,Madison Keys,61%,2.21,54%,0.5357142857142857,0.6086956521739131,28,23,1.67,Elena Rybakina,Womens,Dog
4096,Petra Kvitova,Ajla Tomljanovic,54%,1.46,62%,0.625,0.5416666666666666,24,24,1.46,Petra Kvitova,Womens,Fav
4097,Borna Coric,Borna Coric,50%,2.6,90%,0.9,0.5,10,6,1.51,Felix Auger Aliassime,Mens,Dog
4098,Cameron Norrie,Ben Shelton,67%,1.38,92%,0.9230769230769231,0.6666666666666666,13,6,1.38,Cameron Norrie,Mens,Fav
4099,Borna Coric,Borna Coric,40%,2.65,88%,0.875,0.4,16,5,1.49,Roberto Bautista Agut,Mens,Dog
4100,Ugo Humbert,Marc Andrea Huesler,33%,1.55,25%,0.25,0.3333333333333333,12,9,1.55,Ugo Humbert,Mens,Fav
4101,Mikael Ymer,Liam Broady,36%,1.47,53%,0.5294117647058824,0.35714285714285715,17,14,1.47,Mikael Ymer,Mens,Fav
4102,Fernando Verdasco,Alexis Galarneau,25%,1.84,62%,0.6153846153846154,0.25,13,8,1.84,Fernando Verdasco,Mens,Fav
4103,Lucia Bronzetti,Priscilla Hon,20%,1.53,79%,0.7857142857142857,0.2,14,5,1.53,Lucia Bronzetti,Womens,Fav
4104,Madison Brengle,Madison Brengle,55%,2.05,50%,0.5,0.5454545454545454,10,11,1.74,Coco Vandeweghe,Womens,Dog
4105,Maddison Inglis,Maddison Inglis,20%,2.81,64%,0.6428571428571429,0.2,14,10,1.41,Xin Yu Wang,Womens,Dog
4106,Emma Navarro,Arianne Hartono,80%,1.75,17%,0.16666666666666666,0.8,6,5,1.75,Emma Navarro,Womens,Fav
4107,Carlos Alcaraz,Marin Cilic,55%,1.25,74%,0.7368421052631579,0.55,19,20,1.25,Carlos Alcaraz,Mens,Fav
4108,Constant Lestienne,Constant Lestienne,33%,2.29,54%,0.5384615384615384,0.3333333333333333,13,12,1.58,Dominik Koepfer,Mens,Dog
4109,Daniil Medvedev,Denis Shapovalov,56%,1.22,75%,0.75,0.5555555555555556,44,18,1.22,Daniil Medvedev,Mens,Fav
4110,Petra Kvitova,Petra Kvitova,44%,1.92,62%,0.6153846153846154,0.4444444444444444,26,18,1.89,Ons Jabeur,Womens,Dog
4111,John Isner,John Isner,50%,2.51,56%,0.56,0.5,25,22,1.54,Sebastian Korda,Mens,Dog
4112,Felix Auger Aliassime,Felix Auger Aliassime,58%,1.96,65%,0.6521739130434783,0.5757575757575758,23,33,1.85,Jannik Sinner,Mens,Dog
4113,Shuai Zhang,Shuai Zhang,39%,2.53,76%,0.76,0.3888888888888889,50,18,1.52,Anett Kontaveit,Womens,Dog
4114,Jessica Pegula,Emma Raducanu,17%,1.72,68%,0.68,0.16666666666666666,25,6,1.72,Jessica Pegula,Womens,Fav
4115,Elena Rybakina,Alison Riske Amritraj,64%,1.32,48%,0.4827586206896552,0.6363636363636364,29,22,1.32,Elena Rybakina,Womens,Fav
4116,Caroline Garcia,Elise Mertens,54%,1.74,40%,0.4,0.5357142857142857,20,28,1.74,Caroline Garcia,Womens,Fav
4117,Madison Keys,Madison Keys,62%,4.84,77%,0.7692307692307693,0.625,39,16,1.19,Iga Swiatek,Womens,Dog
4118,Ajla Tomljanovic,Ajla Tomljanovic,48%,2.45,57%,0.5666666666666667,0.47619047619047616,30,21,1.56,Veronika Kudermetova,Womens,Dog
4119,Ajla Tomljanovic,Ajla Tomljanovic,45%,2.45,75%,0.75,0.45,20,20,1.56,Veronika Kudermetova,Womens,Dog
4120,Taylor Fritz,Andrey Rublev,69%,1.48,67%,0.6666666666666666,0.6857142857142857,33,35,1.48,Taylor Fritz,Mens,Fav
4121,Stefanos Tsitsipas,Diego Schwartzman,59%,1.27,66%,0.65625,0.5909090909090909,32,22,1.27,Stefanos Tsitsipas,Mens,Fav
